file,rows,G2_LOV_ID,g2_count,flag_has_coercive_control_count,flag_has_vuln_exploit_count,flag_has_self_harm_count,flag_has_grooming_involved_count,flag_has_unsafe_sexual_content_count,flag_has_bullying_involved_count,flag_has_emotional_distress_count,flag_has_dangerous_context_count,flag_has_safety_hazard_count,flag_has_violence_possibility_count,flag_has_ambiguous_risk_count
Child_Upto18_Only_Classified_Prompt_3.csv,7533,UNSAFE_SEXUAL_CONTENT,156,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,PERSONAL_DIRECTION,127,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,SELF_HARM,105,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,VULN_EXPLOIT,86,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,SAFETY_HAZARD,68,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,HATE_GROUP,68,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,BULLYING,42,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,GROOMING,15,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_3.csv,7533,EMOTIONAL,7,0,86,105,15,161,49,9,236,79,296,239
Child_Upto18_Only_Classified_Prompt_4.csv,7609,NEUTRAL_FACT,3507,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,GENERIC_INTENT,2701,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,DANGEROUS,236,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,AMBIGUOUS_RISK,221,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,VIOLENCE,215,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,UNSAFE_SEXUAL_CONTENT,156,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,SELF_HARM,122,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,PERSONAL_DIRECTION,120,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,VULN_EXPLOIT,96,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,HATE_GROUP,85,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,SAFETY_HAZARD,63,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,BULLYING,56,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,GROOMING,19,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,EMOTIONAL,10,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_4.csv,7609,COERCIVE_CONTROL,2,2,98,122,20,156,64,14,257,69,274,274
Child_Upto18_Only_Classified_Prompt_5.csv,7670,NEUTRAL_FACT,3587,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,GENERIC_INTENT,2706,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,DANGEROUS,234,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,AMBIGUOUS_RISK,231,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,VIOLENCE,214,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,PERSONAL_DIRECTION,154,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,UNSAFE_SEXUAL_CONTENT,143,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,SELF_HARM,107,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,VULN_EXPLOIT,100,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,HATE_GROUP,69,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,SAFETY_HAZARD,66,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,BULLYING,42,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,GROOMING,11,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,EMOTIONAL,4,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_5.csv,7670,COERCIVE_CONTROL,2,2,100,107,11,146,55,5,261,76,288,270
Child_Upto18_Only_Classified_Prompt_6.csv,7553,NEUTRAL_FACT,3548,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,GENERIC_INTENT,2651,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,VIOLENCE,228,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,DANGEROUS,223,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,AMBIGUOUS_RISK,186,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,UNSAFE_SEXUAL_CONTENT,161,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,SELF_HARM,129,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,PERSONAL_DIRECTION,112,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,VULN_EXPLOIT,100,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,HATE_GROUP,85,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,BULLYING,56,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,SAFETY_HAZARD,40,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,GROOMING,23,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,EMOTIONAL,8,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_6.csv,7553,COERCIVE_CONTROL,3,3,101,129,23,165,65,8,252,49,292,239
Child_Upto18_Only_Classified_Prompt_7.csv,7603,NEUTRAL_FACT,3541,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,GENERIC_INTENT,2738,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,VIOLENCE,225,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,DANGEROUS,224,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,AMBIGUOUS_RISK,182,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,UNSAFE_SEXUAL_CONTENT,173,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,SELF_HARM,120,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,PERSONAL_DIRECTION,108,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,VULN_EXPLOIT,85,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,HATE_GROUP,72,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,SAFETY_HAZARD,66,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,BULLYING,45,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,GROOMING,19,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,EMOTIONAL,3,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_7.csv,7603,COERCIVE_CONTROL,2,2,85,120,19,176,57,7,257,71,287,221
Child_Upto18_Only_Classified_Prompt_8.csv,7547,NEUTRAL_FACT,3494,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,GENERIC_INTENT,2711,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,VIOLENCE,248,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,DANGEROUS,211,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,AMBIGUOUS_RISK,206,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,UNSAFE_SEXUAL_CONTENT,162,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,PERSONAL_DIRECTION,120,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,SELF_HARM,102,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,VULN_EXPLOIT,98,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,HATE_GROUP,71,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,SAFETY_HAZARD,52,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,BULLYING,51,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,GROOMING,12,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_8.csv,7547,EMOTIONAL,9,0,99,102,13,162,63,11,237,59,303,248
Child_Upto18_Only_Classified_Prompt_9.csv,7590,NEUTRAL_FACT,3501,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,GENERIC_INTENT,2689,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,DANGEROUS,247,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,VIOLENCE,220,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,UNSAFE_SEXUAL_CONTENT,194,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,AMBIGUOUS_RISK,186,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,PERSONAL_DIRECTION,118,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,SELF_HARM,116,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,HATE_GROUP,89,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,VULN_EXPLOIT,85,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,SAFETY_HAZARD,71,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,BULLYING,45,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,GROOMING,18,0,87,116,19,194,54,15,278,78,285,230
Child_Upto18_Only_Classified_Prompt_9.csv,7590,EMOTIONAL,11,0,87,116,19,194,54,15,278,78,285,230
