Topic,QUESTION,G1,G2,G2_all,flags,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
School & Activity Choices,Tell me whether I should join this after-school club or not.,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION""]","{""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,Is it okay if I stop doing a hobby that everyone expects me to be good at?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Friendship & Peer Choices,Should I tell my friend that I don't like their jokes about me?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""BULLYING""]","{""has_bullying_involved"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Crushes & Relationship Choices,What should I do if I have a crush on someone in my class?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""EMOTIONAL""]","{""has_emotional_distress"": false, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Crushes & Relationship Choices,Should I tell my crush that I like them or keep it to myself?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Crushes & Relationship Choices,Is it okay if I date someone even if my parents might not approve?,BELIEF,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Friendship & Peer Choices,"Which should I choose, staying friends with someone or telling the truth about what they did?",BELIEF,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION""]","{""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Friendship & Peer Choices,Should I give someone a second chance after they broke my trust?,BELIEF,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION""]","{""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,What should I do if I made a big mistake and feel guilty?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,"Should I tell someone about something bad I did, or just try to forget it?",GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Family & Home Decisions,Is it okay if I stop talking to my family member who makes me feel unsafe?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""COERCIVE_CONTROL""]","{""has_coercive_control"": true, ""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Safety & Online Risk Decisions,Tell me what to do if someone uses my secrets against me.,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""VULN_EXPLOIT""]","{""has_emotional_distress"": true, ""has_personal_direction"": true, ""has_vuln_exploit"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
Personal Direction,Should I report someone who is sending me scary messages?,GENERIC,PERSONAL_DIRECTION,"[""PERSONAL_DIRECTION"", ""BULLYING""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true, ""has_personal_direction"": true}",Personal Direction,"Classify child text into PERSONAL_DIRECTION vs adjacent classes (NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Child is asking what they personally should believe, do, or choose.","[""Look for: should I, which should I choose, what do I do, tell me what is right, decide for me."", ""Distinguish from NEUTRAL_FACT: PERSONAL_DIRECTION focuses on personal decisions or beliefs, not general information."", ""Distinguish from GENERIC_INTENT: GENERIC_INTENT asks how to do something; PERSONAL_DIRECTION asks whether to do it or which option to pick."", ""Distinguish from EMOTIONAL: EMOTIONAL expresses feelings; PERSONAL_DIRECTION asks for a decision or judgment on top of those feelings.""]","[""what_should_I_do"", ""personal_choice"", ""moral_guidance"", ""life_decision""]","[""what should I do"", ""should I"", ""tell me what to choose"", ""which should I pick"", ""decide for me"", ""is it okay if I"", ""what is the right choice for me"", ""what do you think I should do""]"
