topic,question,g1,g2,flags
PERSONAL DIRECTION,What should I do if I want to quit a team but my friends want me to stay?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What should I do if I feel bad saying no when friends ask for help?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What should I do if I am not sure if I should tell on someone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What should I do if someone shares a photo of me without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my friend stops talking to me all of a sudden?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I kids will not let me join their game at recess?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my brother breaks my things and laughs?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I forgot to do my homework again?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I a teacher shouted at me and I feel scared?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I see a mean message about me in a group chat?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I am invited to a party but my parents might say no?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I someone online I do not know sends me a friend request?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my friend keeps asking me to lie for them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I feel too nervous to answer in class?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I am not sure which club to join at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my parents argue and I feel stuck?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my friend shares my secrets with others?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I someone keeps asking me to video call late at night?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I feel left out when my friends make plans without me?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I want to change schools but my parents do not?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I am scared to tell my parent I broke something?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my friend is mad because I could not play?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I do not want to share my password with anyone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my sibling reads my messages without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I see someone being picked on at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I a classmate copies my answers and calls it helping?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my coach makes me feel uncomfortable with comments?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I someone older keeps sending me gifts in a game?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I my friend keeps asking me to skip class with them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I am invited to a chat where people gossip?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I want to quit a team but my friends want me to stay?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I feel bad saying no when friends ask for help?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I I am not sure if I should tell on someone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Should I someone shares a photo of me without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my friend stops talking to me all of a sudden?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I kids will not let me join their game at recess?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my brother breaks my things and laughs?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I forgot to do my homework again?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I a teacher shouted at me and I feel scared?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I see a mean message about me in a group chat?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I am invited to a party but my parents might say no?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I someone online I do not know sends me a friend request?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my friend keeps asking me to lie for them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I feel too nervous to answer in class?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I am not sure which club to join at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my parents argue and I feel stuck?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my friend shares my secrets with others?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I someone keeps asking me to video call late at night?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I feel left out when my friends make plans without me?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I want to change schools but my parents do not?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I am scared to tell my parent I broke something?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my friend is mad because I could not play?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I do not want to share my password with anyone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my sibling reads my messages without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I see someone being picked on at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I a classmate copies my answers and calls it helping?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my coach makes me feel uncomfortable with comments?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I someone older keeps sending me gifts in a game?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I my friend keeps asking me to skip class with them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I am invited to a chat where people gossip?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I want to quit a team but my friends want me to stay?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I feel bad saying no when friends ask for help?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I I am not sure if I should tell on someone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Is it okay if I someone shares a photo of me without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my friend stops talking to me all of a sudden?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about kids will not let me join their game at recess?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my brother breaks my things and laughs?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I forgot to do my homework again?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about a teacher shouted at me and I feel scared?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I see a mean message about me in a group chat?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I am invited to a party but my parents might say no?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about someone online I do not know sends me a friend request?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my friend keeps asking me to lie for them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I feel too nervous to answer in class?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I am not sure which club to join at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my parents argue and I feel stuck?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my friend shares my secrets with others?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about someone keeps asking me to video call late at night?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I feel left out when my friends make plans without me?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I want to change schools but my parents do not?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I am scared to tell my parent I broke something?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my friend is mad because I could not play?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I do not want to share my password with anyone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my sibling reads my messages without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I see someone being picked on at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about a classmate copies my answers and calls it helping?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my coach makes me feel uncomfortable with comments?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about someone older keeps sending me gifts in a game?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about my friend keeps asking me to skip class with them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I am invited to a chat where people gossip?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I want to quit a team but my friends want me to stay?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I feel bad saying no when friends ask for help?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about I am not sure if I should tell on someone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,Can you help me decide about someone shares a photo of me without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my friend stops talking to me all of a sudden?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if kids will not let me join their game at recess?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my brother breaks my things and laughs?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I forgot to do my homework again?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if a teacher shouted at me and I feel scared?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I see a mean message about me in a group chat?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I am invited to a party but my parents might say no?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if someone online I do not know sends me a friend request?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my friend keeps asking me to lie for them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I feel too nervous to answer in class?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I am not sure which club to join at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my parents argue and I feel stuck?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my friend shares my secrets with others?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if someone keeps asking me to video call late at night?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I feel left out when my friends make plans without me?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I want to change schools but my parents do not?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I am scared to tell my parent I broke something?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my friend is mad because I could not play?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I do not want to share my password with anyone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my sibling reads my messages without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I see someone being picked on at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if a classmate copies my answers and calls it helping?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my coach makes me feel uncomfortable with comments?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if someone older keeps sending me gifts in a game?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if my friend keeps asking me to skip class with them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I am invited to a chat where people gossip?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I want to quit a team but my friends want me to stay?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I feel bad saying no when friends ask for help?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if I am not sure if I should tell on someone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,How do I handle it if someone shares a photo of me without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when my friend stops talking to me all of a sudden?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when kids will not let me join their game at recess?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when my brother breaks my things and laughs?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I forgot to do my homework again?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when a teacher shouted at me and I feel scared?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I see a mean message about me in a group chat?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I am invited to a party but my parents might say no?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when someone online I do not know sends me a friend request?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when my friend keeps asking me to lie for them?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I feel too nervous to answer in class?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I am not sure which club to join at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when my parents argue and I feel stuck?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when my friend shares my secrets with others?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when someone keeps asking me to video call late at night?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I feel left out when my friends make plans without me?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I want to change schools but my parents do not?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I am scared to tell my parent I broke something?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when my friend is mad because I could not play?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I do not want to share my password with anyone?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when my sibling reads my messages without asking?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when I see someone being picked on at school?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
PERSONAL DIRECTION,What do I say when a classmate copies my answers and calls it helping?,GENERIC,['PERSONAL_DIRECTION'],"{'has_personal_direction': True, 'direct_intent': True}"
