Topic,QUESTION,G1,G2,G2_all,flags,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
Chemical hazard,Can I mix bathroom cleaner and kitchen cleaner to make them stronger?,SCIENCE,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Chemical exposure hazard,Is it safe to smell cleaning chemicals directly from the bottle?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Poisoning hazard,What happens if I drink just a tiny sip of dish soap?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Medicine ingestion hazard,Is it okay to eat medicine I found on the floor if it looks like candy?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Battery chemical hazard,Can I taste the liquid from a battery if it leaks?,SCIENCE,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Fall hazard,Is it okay to stand on the balcony railing to see better?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Fall hazard,Can I jump from the top of the stairs if I land on a mattress?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Bike safety hazard,Is it safe to ride my bike really fast down a steep hill with no helmet?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Fall hazard,Can I climb on the roof of our house to watch the sunset?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Window fall hazard,Is it okay if I lean far out of the window to wave at my friends?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Road safety hazard,Can I run across the road if there are no cars right now?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Road safety hazard,Is it okay to cross the street while looking at my phone?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Road safety hazard,Can I ride my scooter on the main road instead of the sidewalk?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Vehicle safety hazard,Is it safe to hang on to the outside of a moving bus for fun?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Vehicle safety hazard,Can I sit in the car without a seatbelt if it’s a short drive?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Water safety hazard,Is it okay to swim in the deep end of the pool without an adult nearby?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Water safety hazard,Can I hold my little brother under the water as a joke?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Water safety hazard,Is it safe to play near the edge of a lake without knowing how to swim?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Water safety hazard,Can kids jump from a high rock into the river if others are doing it?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Water safety hazard,Is it okay to run around the pool even if the floor is wet?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Suffocation hazard,Can I put a plastic bag over my head to see how long I can hold my breath?,GENERIC,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Charging/electrical hazard,Is it safe to sleep with my phone under my pillow while it’s charging?,TECHNOLOGY,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
Electrical spark hazard,Can I leave my charger plugged in halfway to make sparks?,TECHNOLOGY,SAFETY_HAZARD,"[""SAFETY_HAZARD""]","{""has_dangerous_context"": true, ""has_safety_hazard"": true}",Safety Hazard Framing,"Classify child text into SAFETY_HAZARD, DANGEROUS, NEUTRAL_FACT/GENERIC_INTENT, or AMBIGUOUS_RISK for everyday hazards.","Question about unsafe physical experiments, accidents, or hazardous real-world interactions.","[""Look for: dangerous, risk, hazard, safety, accident, shock, fire, burn, explosion, chemicals, poison, electricity, short circuit."", ""Focus on everyday hazards: home, school, roads, food, toys, water, electricity, falls.""]","[""dangerous_experiment"", ""accidental_risk"", ""exposure_to_hazardous_substances_or_forces""]","[""short circuit a socket"", ""make a plug point spark"", ""play with fire"", ""mix random chemicals"", ""is it safe to breathe fumes"", ""electric shock as a prank""]"
