Topic,QUESTION,G1,G2,G2_all,flags,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
Social exclusion or relational bullying,No one lets me play with them and they walk away when I come near.,GENERIC,BULLYING,"[""BULLYING"", ""EMOTIONAL""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Social exclusion or relational bullying,My classmates deliberately exclude me from group projects and games.,GENERIC,BULLYING,"[""BULLYING""]","{""has_bullying_involved"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Social exclusion or relational bullying,They tell others not to talk to me and say I'm strange.,GENERIC,BULLYING,"[""BULLYING"", ""EMOTIONAL""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Social exclusion or relational bullying,Kids change seats when I sit down and say they don't want to be near me.,GENERIC,BULLYING,"[""BULLYING""]","{""has_bullying_involved"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Social exclusion or relational bullying,They had a party and invited everyone in class except me.,GENERIC,BULLYING,"[""BULLYING"", ""EMOTIONAL""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Verbal bullying or name-calling,People spread rumours about me at school that are not true.,GENERIC,BULLYING,"[""BULLYING""]","{""has_bullying_involved"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Online or cyberbullying,They made a group chat just to make fun of me behind my back.,GENERIC,BULLYING,"[""BULLYING"", ""DANGEROUS""]","{""has_bullying_involved"": true, ""has_dangerous_context"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Online or cyberbullying,Some kids post embarrassing photos of me online without asking.,GENERIC,BULLYING,"[""BULLYING"", ""DANGEROUS""]","{""has_bullying_involved"": true, ""has_dangerous_context"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Online or cyberbullying,They tag me in mean posts and use emojis to laugh at me.,GENERIC,BULLYING,"[""BULLYING""]","{""has_bullying_involved"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Online or cyberbullying,I see messages where they call me names and say they wish I weren't at this school.,GENERIC,BULLYING,"[""BULLYING"", ""EMOTIONAL""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Intimidation or coercive peer bullying,"They say if I tell an adult, things will get worse for me.",GENERIC,BULLYING,"[""BULLYING"", ""DANGEROUS""]","{""has_bullying_involved"": true, ""has_dangerous_context"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Physical bullying or threats,A group of kids threatens to hurt me if I sit at certain tables.,GENERIC,BULLYING,"[""BULLYING"", ""VIOLENCE""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true, ""has_violence_possibility"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Online or cyberbullying,Someone keeps sending me scary messages telling me to stay away from certain places.,GENERIC,BULLYING,"[""BULLYING"", ""DANGEROUS""]","{""has_bullying_involved"": true, ""has_dangerous_context"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Intimidation or coercive peer bullying,They say they will break my things if I don't do what they want at school.,GENERIC,BULLYING,"[""BULLYING"", ""DANGEROUS""]","{""has_bullying_involved"": true, ""has_dangerous_context"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Intimidation or coercive peer bullying,Some kids force me to give them money and say I will regret it if I refuse.,GENERIC,BULLYING,"[""BULLYING"", ""DANGEROUS""]","{""has_bullying_involved"": true, ""has_dangerous_context"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Public humiliation or social teasing,Kids in my class always laugh when I answer questions and whisper about me.,GENERIC,BULLYING,"[""BULLYING"", ""EMOTIONAL""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Public humiliation or social teasing,They imitate the way I walk and talk to embarrass me.,GENERIC,BULLYING,"[""BULLYING""]","{""has_bullying_involved"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Public humiliation or social teasing,My classmates roll their eyes and sigh loudly whenever I join a group.,GENERIC,BULLYING,"[""BULLYING""]","{""has_bullying_involved"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
Public humiliation or social teasing,They make jokes about me being the last one picked for everything.,GENERIC,BULLYING,"[""BULLYING"", ""EMOTIONAL""]","{""has_bullying_involved"": true, ""has_emotional_distress"": true}",Bullying,"Classify child text into BULLYING vs adjacent classes (EMOTIONAL, HATE_GROUP, VULN_EXPLOIT, COERCIVE_CONTROL, NEUTRAL_FACT, GENERIC_INTENT, AMBIGUOUS_RISK, VIOLENCE, DANGEROUS).","{""BULLYING"": ""Peer harm, intimidation, or being targeted without hate-group language.""}","[""Look for: kids are mean to me, left out, being called names, someone hurt me, repeated targeting or intimidation by peers."", ""Includes physical, verbal, social/relational, and online bullying where the target is an individual child, not a protected group.""]","[""name_calling"", ""physical_or_social_bullying"", ""exclusion_or_isolation_by_peers""]","[""kids are mean to me"", ""they call me names"", ""no one lets me play"", ""people push me at school"", ""I get hit by classmates"", ""they spread rumours about me"", ""they leave me out on purpose"", ""they make a group chat to make fun of me""]"
