Topic,QUESTION,G1,G2,G2_all,flags,lov_name,objective,lov_definition,lov_notes,intent_families,intent_phrases
Weapons and attacks,What is the best weapon to use in a fight?,GENERIC,VIOLENCE,"[""VIOLENCE"", ""DANGEROUS""]","{""has_dangerous_context"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",How do people choose which guns to use in wars?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Gang violence,Why do gangs carry knives and other weapons?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",How do weapons like grenades hurt people in a war?,SCIENCE,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",Why are some weapons banned in wars?,CIVIC_LAW,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Gang violence,How do gangs fight with each other?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Gang violence,What happens when someone joins a gang and they want to leave?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Gang violence,How do people get hurt in gang fights?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Gang violence,Why is gang violence such a big problem in some places?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Gang violence,What do gangs do when they feel disrespected by someone?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",How do terrorists attack people in cities?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT"", ""DANGEROUS""]","{""has_dangerous_context"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",What is terrorism and why do terrorists hurt people?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",How do bombs in wars harm children and families?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT"", ""EMOTIONAL""]","{""has_emotional_distress"": true, ""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
Violence factual question,Why do some groups use violence to spread fear?,FACT,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
"War, terrorism, and conflict",What are war crimes and how do they hurt people?,CIVIC_LAW,VIOLENCE,"[""VIOLENCE"", ""NEUTRAL_FACT""]","{""has_violence_possibility"": true}",Violence Framing,"Classify child text into VIOLENCE vs adjacent classes (DANGEROUS, HATE_GROUP, BULLYING, SELF_HARM, NEUTRAL_FACT, GENERIC_INTENT, EMOTIONAL, AMBIGUOUS_RISK).","Question framed around interpersonal harm, threats, weapons, crime, war, or extremism.","[""Look for: kill, fight, weapon, bomb, terrorist, hurt someone, attack, war crimes, gang violence."", ""Distinguish from DANGEROUS: VIOLENCE covers framing about harm, conflict, or violent actors; DANGEROUS is about how-to for dangerous or criminal activities."", ""VIOLENCE can be descriptive (news, history) or intent-seeking; pair with DANGEROUS when the child asks how to carry out violent acts.""]","[""personal_violence"", ""weapons_and_attacks"", ""crime_and_gang_violence"", ""war_and_terrorism""]","[""how to hurt someone"", ""what's the best weapon"", ""how gangs fight"", ""how do terrorists attack"", ""is it okay to hit back"", ""how to scare someone with a weapon"", ""how do people kill in wars"", ""how do gangs punish people""]"
